X,Y
-36.153954,-23.054935
-30.745016,-41.323734
-8.364464,-32.316185
-30.615995,-38.07461
5.124533,46.75671
42.36828,0.41877958
-42.012497,-55.69063
62.33611,58.79771
-17.277328,-64.663376
-38.66306,-46.76117
-66.63146,59.32292
-59.285576,52.07543
31.646214,-15.557741
-43.213795,-40.005833
-46.097435,-61.81114
-40.881474,-52.427788
-41.853775,-54.777798
-42.132545,-51.010174
-34.58637,-23.718904
-10.680179,-44.98492
-59.475754,59.700478
-17.130102,-11.748428
-51.41408,23.323116
41.733284,-16.408195
-46.06244,-61.704956
7.32901,52.306915
-13.497848,-65.767426
-98.412796,4.3513746
13.268471,-4.3666396
-55.678326,74.66756
-10.777236,-27.974852
-7.7039466,-86.73234
62.622932,58.783653
-58.700077,59.05634
-42.75628,-48.00455
-30.672165,-69.188225
-42.639584,-52.568745
-27.095108,-69.646454
-2.5909421,91.17655
-56.796,70.784225
-54.81946,-20.49418
-43.768566,41.42702
59.468216,43.270046
42.738033,-45.535053
90.41027,15.97784
-90.9423,9.224825
-22.850454,-32.74295
9.248651,-6.428214
-37.482166,-41.49891
-19.077942,-9.983582
-65.34351,62.77939
-60.423332,72.9781
-51.452034,23.236046
-93.071205,-15.109477
-65.37861,-12.636273
-0.24645787,-86.34393
-66.89959,57.1659
30.310081,62.456657
-7.670662,-64.14441
-67.34688,60.05463
-11.114346,-31.311615
-35.84173,-25.065104
-52.036476,-45.1463
-29.611778,-10.60814
-17.120285,-68.62669
-3.5954192,93.65317
-7.797355,19.077387
-15.428196,-66.65493
-37.759274,-29.531954
-11.770343,-69.06457
7.28445,71.70116
-55.167473,30.040133
-35.989258,74.95431
-72.5031,14.681235
-5.3759065,-82.740204
33.651863,39.365486
-91.25336,9.668506
-17.996742,-6.225387
-90.843994,-8.970171
-36.259495,75.033356
-27.696934,-9.343863
60.759712,57.642746
-36.85366,-26.935947
24.591333,-90.67754
-37.081554,-43.40817
-57.114353,52.707996
-32.290684,-19.874598
-37.786907,-40.27437
-21.386086,-7.5132666
-34.40625,-18.134918
-41.940712,-43.25093
-34.26446,-17.940556
-36.173756,-23.347563
66.95509,5.9515986
-52.79399,-47.160965
54.057083,-31.471586
-85.82703,-52.659004
-30.14191,-30.017242
-17.100763,-64.782486
44.80903,51.94921
39.711056,-8.745389
-44.453854,-57.93074
-55.840984,-20.131102
-59.45767,58.1013
-17.404028,-13.5214205
-27.750368,-38.587845
14.786559,-4.248775
-37.86458,-45.585133
9.333818,62.390263
-38.45825,-29.285023
77.60554,33.423504
-66.85476,55.841934
-37.083626,-43.649483
-36.093666,74.536835
-61.094078,71.47139
-9.879918,17.997856
59.67849,51.30131
-86.06417,-51.478077
34.113537,-15.970282
-13.360772,-66.47501
-2.1690328,-85.09515
-37.769924,-40.368607
-25.299547,-7.1816177
-55.89099,75.519875
-29.985878,-43.902256
-30.400928,32.63503
-10.817827,-44.79207
62.62603,44.21702
-33.409058,-16.082762
-16.737852,-66.898926
63.977814,57.821026
-29.233946,-9.8754635
-30.762384,-40.686054
-35.533607,-27.898396
-92.73902,4.323499
-28.804892,-39.39777
-35.98306,74.97266
-59.23198,52.008533
24.256565,-90.65467
-98.36361,8.997785
-29.10572,-41.379513
-57.48638,-5.6472015
-29.728603,-44.59769
3.0135024,5.4646034
-36.601974,-43.30063
1.4000398,-66.67444
-16.241032,-66.739914
-17.579126,-13.412952
45.067818,-53.230103
-51.354877,23.550325
-15.775892,-65.99522
-9.516578,-17.803118
-67.25074,58.167957
36.248295,-8.259835
-98.40911,4.3485637
-26.302446,-69.12232
-40.64724,-35.002567
3.065935,-0.96027696
-27.996756,-25.543043
-33.189156,-39.353016
-36.901196,-26.76748
-45.586685,-56.51994
8.022815,-32.77626
-17.450249,-4.4512153
-63.47142,47.032543
-59.513966,59.74753
-43.40914,41.22468
6.907749,63.165672
-16.907822,-67.01526
-43.165226,-51.669533
-31.506508,-30.445198
22.463823,49.317135
-30.508295,35.03676
-45.4584,-57.626034
-42.01664,-54.938103
16.350925,85.7549
8.33123,52.88171
14.908581,58.304913
-57.47468,52.97975
-32.53891,74.48395
-34.505924,-18.279457
-36.41889,-30.609215
-37.67565,-45.24912
-19.051926,33.114197
26.913464,61.161083
-56.925316,-6.2353554
-91.19696,-8.909891
25.348352,-91.41678
-43.680088,41.03197
-11.60437,-28.499767
-31.483433,-19.261154
-43.093227,-54.453022
-41.9902,-50.561153
6.5068355,37.79601
-18.410854,33.64861
-42.184826,-54.577934
-34.38803,-18.101135
-66.39366,58.203495
30.135914,62.466953
-35.868248,77.19484
-32.236042,34.505493
-28.539995,-17.817541
-37.09623,-44.720913
8.045915,0.9554075
-36.424713,-17.66998
-22.830532,-5.0982256
-59.77719,65.024315
-37.845695,-29.347973
7.3132553,32.600117
-10.977654,-28.094353
15.055546,32.492622
42.764507,-5.939488
-55.176685,30.013044
-59.460243,-4.599014
6.989345,-3.2493606
56.68478,60.21757
29.57969,83.751656
-73.539215,-55.69809
-29.217722,-9.822211
56.42291,-5.3419523
-38.46642,-46.457157
-3.8505275,93.83825
25.011875,-91.68093
-66.76626,57.226215
-26.771002,-38.740517
-24.139599,-8.4260435
-35.855362,75.88072
-43.503452,-52.621037
-30.472971,-40.470943
-37.622627,-41.046837
41.34297,60.878807
-17.001408,-45.20148
82.80174,1.2347184
-31.189203,-13.248633
-93.983696,-8.571228
39.34787,75.37164
-35.83429,76.31018
55.190987,63.1285
60.90419,57.758743
-35.894554,75.47881
-42.019173,-55.471092
-98.36074,9.020386
-70.67951,11.182077
-55.954147,74.806114
-48.231937,13.978523
-6.457324,-64.427315
59.54422,50.680477
-29.666794,-15.262451
-52.252396,-18.400093
-45.481888,-59.563614
-37.53105,-41.469177
-20.546038,0.8769767
-31.806164,-30.614208
-22.056177,-34.540756
-38.284454,11.237729
48.656784,-27.593872
5.679432,51.45114
76.29612,-68.77767
24.32891,-90.99029
-13.75523,-65.72978
-67.62025,60.635498
-57.124794,52.7831
6.0961313,40.40518
-18.479778,-2.719049
41.663258,-16.4233
42.223804,1.891821
-66.98166,56.789986
-35.88863,-42.631966
-58.22809,-20.514458
-24.280634,-8.398936
-34.00582,-0.42716408
-44.05164,-52.118565
-26.30089,-8.107736
-29.52058,-15.135488
56.862434,13.665068
91.365814,-27.956259
-28.157461,-68.261086
-10.496058,-45.224598
-54.974724,-20.07284
-21.459095,-7.4972935
42.255856,-16.964588
-51.70689,22.56909
-29.60358,-10.506574
11.552408,-25.829216
14.456803,59.522774
-57.889008,52.52628
-55.962013,-5.3496203
-66.48514,55.897774
-64.57052,-15.801428
-31.307089,-42.519714
58.65019,-12.345391
-26.461073,-9.095649
31.489473,60.434757
-26.034697,-29.480429
26.868587,61.186653
60.050003,42.4195
-26.770737,-8.896429
-30.44496,-13.972345
-20.510742,1.841695
72.062996,-1.3483487
-28.013592,-26.863375
-18.109896,-11.9205265
-16.550386,-66.591446
-25.394636,-7.834126
12.565549,21.967012
31.234104,64.43755
-34.498253,-1.4550631
59.38085,50.15511
-11.556624,-0.47494343
17.212742,-40.219643
58.265415,45.99978
60.721424,-71.459
6.0217643,40.525063
-98.409676,4.35244
-22.440704,93.40381
-24.685022,-5.9571958
-33.63017,-22.577631
8.767136,0.63883746
-7.6428347,-86.75876
-26.50287,-8.263798
74.55636,-50.835766
35.07248,-70.7627
7.227579,3.1502285
26.638372,61.279728
-66.87395,55.83411
-51.41067,-18.134018
-77.32347,-55.023533
34.200443,-26.622248
24.176252,18.060562
-67.193184,56.734535
-55.89583,19.152851
-21.63295,92.997925
-17.308146,-61.179325
-18.423676,-50.731663
-45.740715,-60.695633
-91.1813,9.391242
6.1581373,0.3607032
32.390152,-41.929226
-9.525227,25.804663
27.569014,60.795006
7.045827,52.233345
-43.187153,-50.8459
8.500279,53.01623
44.868275,52.02603
6.252033,41.44734
-5.1954846,-83.02314
59.89571,61.271076
-44.275146,41.740173
34.5073,-10.830688
7.327502,62.920647
-94.06589,-8.896686
-11.679831,27.641872
-27.04137,-7.4338317
-59.799633,52.68163
70.39866,1.6648313
13.307778,55.63208
30.176744,29.650537
47.92429,39.4409
-17.675907,-13.033337
8.387268,-32.835308
-14.217709,-30.64625
-13.208833,-80.88758
-74.642944,-57.589058
34.495552,-41.296516
-27.629013,-24.47496
71.56397,-22.402468
-57.485455,52.855885
15.667389,-41.812405
-9.320223,-39.156788
-9.892257,49.835564
73.53385,30.535854
10.21063,-4.4959574
-20.607393,-5.82181
-36.36391,69.0184
38.002712,13.359416
-43.39353,-39.473743
-46.03732,-61.6346
9.939967,-13.727398
-25.621296,-8.0490265
-50.773457,25.009075
-61.298035,23.815863
-19.541813,-6.0710874
-59.65642,60.265587
-5.6548996,-82.18958
-59.760414,60.77331
-88.72285,-0.89564997
13.233764,5.601927
33.23015,66.50009
-25.718178,-29.786858
-34.18659,0.0075093987
12.699828,-38.82441
27.346685,60.875553
-29.102804,-83.669426
10.332042,69.67694
-67.67028,60.44543
-34.699528,72.68606
-18.71602,-6.444378
-16.911167,-13.99667
44.769367,51.900616
-45.601444,-55.884254
80.208336,39.40455
-22.649786,-32.676113
-59.648834,69.05823
-37.824734,-40.08259
18.531343,-28.497498
56.20485,11.299012
-34.379276,-1.2722886
-14.288674,-12.233396
-13.877651,-30.63233
-57.857468,52.07632
-10.252034,-16.518217
23.091728,49.29923
-64.5114,-17.30988
7.6394935,2.69642
-73.59235,-55.70822
-44.448505,-37.82081
7.767334,1.6936542
-27.872416,-69.81084
51.53545,-10.331763
-37.843266,-39.751305
-33.22508,-15.942661
19.768286,-41.60313
16.475353,86.47187
-22.106926,-32.468864
-19.382559,-5.680861
-32.810772,-40.990707
-50.945133,25.144943
7.5538774,33.373947
-11.739304,-89.066315
5.3835487,73.32093
-19.269657,20.473549
-12.179962,-66.65168
7.542955,50.87477
33.162956,-1.1006571
6.954375,39.323494
-27.536789,-8.080481
40.635216,16.482302
-6.786162,-34.29462
-31.336048,-30.398973
12.460871,55.224236
40.13479,-16.9742
14.628628,44.78323
-60.503788,62.309803
-62.926426,-65.29701
5.8212075,51.14574
-19.578423,-33.296978
-68.66675,-58.89574
54.86961,-59.452736
-10.984583,27.58547
-37.51566,-43.979836
-9.404717,25.720192
-63.46844,47.032818
-59.904552,63.081497
13.095727,-34.38183
-59.181725,-10.967278
-27.9219,-25.439268
-76.23796,-15.349432
-28.524343,-18.79211
-59.27376,58.943172
-59.905293,63.07819
-29.753082,-10.591131
-16.176235,-31.08288
9.961279,53.976917
49.524605,16.37898
0.7431552,-79.12421
-32.29601,-14.355865
-58.025974,66.93848
-67.25471,60.015778
-59.27541,52.08319
-27.192314,-38.46287
-30.154982,-44.105545
-43.62904,41.53853
62.887993,-18.159142
6.1781554,38.96897
56.73054,60.07723
7.743036,1.9004114
-59.617718,52.439365
24.71007,-57.76278
-37.07239,-26.874985
-24.135105,-31.924707
-31.594198,12.934772
-58.588,53.166443
25.276403,-90.86964
-57.655632,52.096764
65.25744,-28.718622
33.66018,-65.09104
-9.058567,-27.165686
6.1962924,41.90328
13.105569,64.91582
38.560257,-25.493824
-59.743248,57.167107
26.984337,61.12935
72.75259,26.251406
32.498894,-41.960293
24.932438,17.173342
-4.475755,-65.36505
26.77496,61.248966
8.408807,36.679546
-26.981209,-68.62805
-40.540314,10.268579
-35.217354,75.866425
-42.77716,-40.775196
-7.934472,-63.881252
-24.744375,-30.968994
12.236676,-38.773617
80.612305,38.949497
27.439907,60.83448
-36.20902,76.382416
-37.703804,-45.496822
-56.02178,75.275375
-32.25966,-19.856028
-34.925537,-24.064758
50.363266,-0.5855397
-4.7514076,-61.53319
32.477108,-37.455627
5.9482346,0.56656885
3.4839983,7.1342244
81.496315,30.827574
-56.051003,75.28225
-37.0994,-43.34951
-40.879585,-5.9130936
-18.7812,-9.961466
-31.070126,74.57173
-5.3318076,19.385551
-10.142147,-32.413895
-36.795902,-30.293516
49.556072,17.887049
31.639814,63.674828
-22.55541,-34.740036
60.721615,-71.458206
-39.089268,12.649985
-57.512356,68.04209
10.494644,-14.552465
-25.83819,-62.865818
6.238119,41.741283
4.5361385,72.9958
-17.160185,-64.74086
-22.97405,-7.9661283
-47.208645,-5.118953
-34.506626,80.36597
-15.724445,-1.467171
-21.913015,-4.307682
-75.50728,-15.160029
91.32677,-28.077667
30.894045,57.138718
14.954614,61.69798
-17.9494,-10.838388
-27.518948,-83.00368
3.7663388,5.645854
-39.306454,10.318911
-67.31957,60.306255
41.72097,-0.91810095
-17.191402,-4.216413
-11.774838,27.623264
15.263969,67.043594
38.257996,-19.58693
-36.278347,-30.37753
16.935932,68.176926
-33.564533,-16.58883
-33.66899,-32.105225
11.240294,-39.82813
6.2349787,71.96325
-45.61917,-52.237385
24.27138,-90.74246
-34.336758,-17.929836
-17.286758,-61.39649
-19.20467,-54.82787
35.11506,-70.75529
-59.74385,57.167
-9.306769,14.666074
27.868666,62.535633
-23.193504,-8.0675745
25.486734,-91.68243
42.832664,-45.61926
-35.88681,-17.794102
42.736923,1.6268659
13.087146,-38.806812
74.76793,-69.718254
42.652306,-6.6938825
54.143837,41.357784
-59.357033,52.17082
-58.394695,52.550705
-25.82567,-40.513725
12.316212,54.82148
22.215929,64.20809
-37.17173,-27.266466
-5.521575,-82.5839
33.031513,15.864516
-21.720291,-0.2584464
46.367702,-50.70176
13.930612,4.3139563
-32.266617,-17.850672
-18.3768,35.70588
-59.3971,58.135834
56.528187,-10.673744
-64.62885,-17.215815
-25.114944,-8.246971
8.837303,-32.83257
-19.23556,20.45395
59.573067,60.871376
17.350832,71.63747
-42.526505,-49.846344
-57.734783,18.93853
82.02817,35.81983
93.1993,1.284746
-17.476295,-61.215492
-36.171738,-25.508343
-59.839615,61.769386
-61.424362,64.08709
-31.817747,-19.876633
34.26889,61.323746
-43.857483,41.477077
-16.745527,-67.04787
0.33792916,-79.369156
2.3511,-66.47979
-51.088913,24.246845
-55.935017,-5.545671
-67.445694,56.73738
-32.27604,-20.586834
-30.085321,-44.32633
14.422808,7.4274645
44.895172,37.791054
-20.949163,-63.76284
-57.4553,75.81094
-17.681944,7.685315
-27.19062,-8.020174
-37.8032,-40.216972
-18.414412,-50.805378
36.74356,18.930107
-17.385433,-61.16905
55.436333,61.852283
-94.13639,-5.5033374
26.549328,61.38088
-48.87476,11.203695
-35.95707,74.46713
-78.82167,-25.49037
-27.502974,-86.07525
-96.20183,0.34888005
-23.828335,-5.6907015
11.121025,-66.7445
-61.298275,64.050285
57.094555,44.493614
-16.53215,-5.715512
-30.651615,35.367294
74.18716,28.534388
-7.320819,-77.06953
58.97441,49.968987
-13.783201,-30.576195
-16.70235,6.7709002
43.75889,-15.645001
5.957257,43.209873
-6.4903426,-64.42668
-2.515548,-49.792496
-57.1274,52.536304
-31.400625,-41.211105
15.205197,84.745285
16.109005,45.349785
45.073387,-49.73851
-16.616537,-4.314631
-67.33977,60.059177
14.37372,63.560844
-39.08282,63.964016
59.72473,61.344807
9.752115,-2.5281296
44.829674,51.975777
101.474236,-9.262782
40.085136,-6.489771
57.380302,64.11309
24.071098,-53.929848
-35.838924,-42.64755
-36.855885,-26.532978
71.65096,-1.0204786
-12.154656,-49.521732
-44.91026,42.09955
-36.44206,-30.348835
-42.884743,-40.557964
-10.004019,-34.065742
69.927155,1.3729938
-11.122173,-88.91169
-33.504086,-31.196949
6.709044,41.033176
20.610964,-51.179195
35.53231,-7.661219
-27.699043,-9.045519
80.22703,39.43066
27.362305,60.89061
-40.105827,-41.33889
-41.997242,-43.419907
-28.06054,-41.884052
61.46923,-71.85279
-1.345744,92.469734
-57.05767,74.967766
-1.0511504,-85.6846
-36.276367,75.421104
-6.870715,-89.490005
13.595898,-7.540094
44.970173,52.215843
-67.611664,57.13288
-40.454754,-0.7340661
19.443296,31.94941
-34.984875,1.2242821
-83.19354,-24.056309
-58.918335,58.859364
77.64723,33.508686
19.628693,34.48852
12.304496,-10.496154
39.977737,-17.152985
71.64886,-1.0170193
-57.92737,52.58131
46.45091,-50.857853
5.2078314,-86.006226
38.40826,59.500458
-38.179337,61.837963
-43.5856,41.258183
-30.5335,35.54005
-96.744255,0.62182206
-58.571915,23.06666
32.6456,21.472338
-22.533028,-6.1862516
43.674335,-15.364246
-76.093,-60.61497
-59.798916,54.475594
-59.44981,54.175415
78.287094,-38.03292
-18.243368,-10.981203
-10.876713,-70.66117
-16.375122,-66.002945
-6.065512,-36.66787
-38.994343,64.30807
45.14478,41.867302
33.1189,15.359284
-17.938837,-63.98786
7.171316,50.926956
-37.32818,-3.6262114
-31.19749,-19.078674
-66.46081,58.17364
-96.735504,0.62270564
-42.321968,-55.855843
-21.265127,-7.952428
-33.596626,-40.811737
77.614044,36.64882
-78.05617,-2.527485
49.47322,-28.909525
38.556152,77.39588
-23.846363,-31.951056
-33.9366,77.61341
-37.86016,-39.280167
89.9907,29.7534
27.619524,60.733616
-13.349469,-5.500924
14.683348,57.660328
-45.608017,-60.230537
-34.027813,-23.180763
78.926346,30.870266
3.456966,6.984271
1.509376,-66.71628
-19.093414,2.9314969
-60.90357,71.292435
63.953495,-14.682206
9.720208,-54.76787
98.78339,-10.368359
48.375835,-31.417273
-3.2993982,-4.2560506
-37.159897,-42.85581
86.5959,-41.81905
-11.993709,0.18176636
-64.53092,-17.321695
-45.491615,-59.793453
-87.54222,-37.90846
38.28023,-67.78657
30.56587,62.44882
-43.003754,-50.69196
60.931526,56.20779
90.81336,28.63426
-36.346268,69.06551
-35.951786,74.47089
-2.8748724,25.169289
15.739482,20.175137
72.8333,41.43694
-34.126022,-22.767006
-7.738593,-46.129986
25.09807,-6.3366137
-24.715569,-8.632815
57.35508,-63.41247
55.64555,63.140713
5.7448153,43.23135
26.930387,61.34118
-59.473206,58.741535
-68.96285,42.542267
-44.36344,-52.712524
-56.121307,75.71868
-43.623066,41.30581
-13.934229,-66.42933
43.924393,-29.388205
-30.042402,-84.00345
-26.693514,-8.235195
-7.860165,3.146485
-53.640667,21.651417
-77.26643,-55.21122
-61.27008,-0.57922435
56.36272,-10.615641
-40.019855,9.827217
-32.35397,-21.05138
-30.796797,-76.13006
-21.748102,-5.9110603
-15.018196,-13.011878
-37.03948,-26.831314
12.678044,-9.371585
-41.252712,-52.854168
13.379232,-10.812266
71.86363,-1.1727666
-15.751049,-4.7065525
16.17074,67.30719
-15.682623,-55.880096
-50.49238,-35.410618
-16.183138,-13.931968
14.88776,45.14353
-59.277943,-4.946959
-44.167477,-51.377205
75.594604,-69.09104
9.427156,-2.0583282
5.8467975,0.62719136
25.369814,-91.64579
-3.8391054,-37.347466
-23.203753,-8.251094
-27.037788,-39.30183
-87.72823,5.3954277
-18.22564,-7.5842433
-60.381626,66.653564
-30.391129,-12.048023
75.57151,-69.04259
82.68818,1.2190095
-77.42127,-55.0474
-11.463499,0.4421376
-94.24047,-5.511424
14.917225,58.30311
7.156935,50.954834
31.369287,60.418682
-41.95007,-54.658413
-16.55338,-66.81613
-17.020195,-4.3403306
36.082706,62.045383
-41.3571,-45.682697
-8.214654,-88.70572
-16.279425,-4.426381
-32.33382,-41.04324
-28.11157,-85.15418
88.805725,29.828949
13.216428,5.595252
7.944602,1.2203009
8.397648,46.19043
-93.00863,5.6757493
-31.022238,-19.271803
-8.89098,25.447662
55.996716,-15.454348
-11.877244,-3.030968
-59.745068,57.16767
48.68055,17.643341
-26.484688,-69.2072
58.638676,49.0931
-43.67021,-39.56156
-40.85256,-5.9691157
26.339409,31.540447
-34.069607,78.33794
-4.936339,92.10873
66.54763,34.28992
43.65421,-15.267873
-21.061533,-33.762978
6.4587936,38.643204
39.62682,-43.8782
-14.716959,51.830265
-34.42231,-23.387053
8.907107,51.529964
-27.528593,-39.744827
63.725113,57.477573
75.388824,-69.201706
-11.558348,-31.250229
-92.60694,5.726978
8.901867,0.43763727
5.9478197,42.911842
-5.376733,-33.8477
-2.7999394,-63.933006
60.610012,55.543728
-7.0501895,-77.07026
33.181225,-1.0926261
-12.27089,-66.6793
-28.710905,-17.906828
-31.778744,-27.439587
-7.793811,-32.759975
-11.893553,0.4661359
-30.73069,-29.39264
-37.76174,-40.459568
-54.10592,-47.689514
-17.919992,-2.1813304
-27.843233,-7.9977164
-53.424248,12.366834
5.9123254,0.664323
56.082737,-15.465815
-75.93305,-15.362187
0.2933645,-86.89341
-17.893442,-11.0665655
-26.777376,-8.972751
41.86549,-0.7894137
-58.132748,53.093678
-75.53729,-15.632013
64.33355,56.6429
-75.83294,-60.8937
38.533096,-19.114645
-82.45003,-2.4794848
-60.71158,66.22141
-65.367744,-12.59248
-67.82223,-19.14535
-59.2292,16.563265
17.097363,66.276306
9.300008,62.43546
-88.17425,0.84858847
-53.244095,-45.519024
-52.429012,-45.52209
-6.2812777,82.61749
-34.468422,-33.60396
-27.701857,-25.216625
-48.47817,33.84616
-27.78905,-25.30181
-1.8258873,-51.493774
-33.690804,-22.380943
-60.862717,-37.219135
12.55938,54.894638
54.162457,41.242283
-17.503016,-4.615688
-72.41658,14.832712
-29.162897,-39.193726
-25.160013,-60.92773
-16.555052,-31.197794
