Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,6,2005.0,4,127,0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,1429,2
Frank Thomas Big Hurt Baseball,15,1996.0,10,17,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Power Pro Kun Pocket 8,4,2005.0,10,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Enclave,29,2002.0,1,482,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,1375,5
Sid Meier's Pirates!,29,2005.0,11,497,0.11,0.03,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Wild ARMs XF,19,2007.0,7,6,0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.6,19.0,912,2
Bottom of the 9th,15,1996.0,10,277,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
7 Days to Die,18,2016.0,0,505,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,1481,5
Rayman Legends,20,2014.0,4,528,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,1546,2
Dino Crisis 3,29,2003.0,0,85,0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,268,5
NFL Blitz 20-03,7,2002.0,10,327,0.11,0.03,0.0,0.0,0.14,72.0,11.0,7.8,4.0,1128,1
The King of Fighters '94 (CD),12,1993.0,2,439,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Horse Life Adventures,26,2008.0,9,121,0.12,0.01,0.0,0.01,0.14,70.0,4.0,7.8,4.0,995,1
College Hoops 2K8,17,2007.0,10,497,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,1606,1
Risen,13,2009.0,7,121,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,1111,5
Barbie Explorer,15,2001.0,4,533,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Disney's Chicken Little,29,2005.0,4,127,0.1,0.03,0.0,0.0,0.14,68.0,15.0,7.8,4.0,139,2
Transformers: Devastation,30,2015.0,0,21,0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,1119,7
The Darkness II,13,2012.0,8,497,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,398,5
Age of Empires: Collector's Edition,13,2000.0,11,528,0.02,0.1,0.0,0.02,0.14,70.0,4.0,8,6.0,490,7
Agile Warrior F-111X,15,1995.0,9,545,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Jikkyou Powerful Pro Yakyuu Wii,26,2007.0,10,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Eragon,28,2006.0,0,548,0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,1384,7
Dynasty Warriors 7: Empires,17,2012.0,0,529,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8,22.0,1054,7
Super Puzzle Fighter II Turbo,15,1996.0,5,545,0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,268,1
Star Wars: Jedi Power Battles,6,2002.0,0,491,0.1,0.04,0.0,0.0,0.14,58.0,8.0,7.8,4.0,676,7
Scene It? Bright Lights! Big Screen!,26,2009.0,3,552,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,7,2002.0,2,349,0.04,0.01,0.08,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Bejeweled 3,28,2008.0,5,533,0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,1131,1
Space Venus starring Morning Musume,16,2001.0,3,461,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
To Heart,15,1999.0,1,37,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Let's Cheer,28,2011.0,3,497,0.12,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
RockMan & Forte,23,1998.0,4,85,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Doukyuusei,24,1995.0,1,347,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Dead Island Definitive Collection,18,2016.0,0,121,0.03,0.07,0.01,0.02,0.14,63.0,32.0,6.4,45.0,1459,5
Dragon Age: Origins - Ultimate Edition,13,2010.0,7,139,0.0,0.12,0.0,0.02,0.14,70.0,4.0,7.8,4.0,1539,1
MySims Collection,26,2010.0,3,139,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,558,1
Master Jin Jin's IQ Challenge,4,2006.0,3,6,0.13,0.0,0.0,0.01,0.14,38.0,4.0,7.8,4.0,122,1
Blazing Angels 2: Secret Missions of WWII,28,2007.0,9,528,0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,1556,7
The History Channel: Civil War - A Nation Divided,28,2006.0,8,21,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Rayman Arena,7,2002.0,6,528,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,1539,1
FIFA 06 Soccer,7,2005.0,10,139,0.11,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
DmC: Devil May Cry,30,2015.0,0,85,0.08,0.04,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
How to Train Your Dragon,28,2010.0,0,21,0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,500,2
Farming Simulator 2012,2,2012.0,0,154,0.0,0.12,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
4x4 EVO 2,7,2002.0,6,548,0.11,0.03,0.0,0.0,0.14,56.0,7.0,7.8,4.0,1472,1
Pro Yakyuu Netsu Star 2006,16,2006.0,10,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Battlefield: Hardline,13,2015.0,8,139,0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,773.0,1605,5
Cyber Sled,15,1995.0,0,458,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Puyo Puyo!! 20th Anniversary,4,2011.0,5,448,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Shining Soul,6,2002.0,7,53,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,1009,1
Brothers: A Tale of Two Sons,18,2015.0,1,6,0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,1375,7
Monster Lab,4,2008.0,7,138,0.12,0.01,0.0,0.01,0.14,75.0,8.0,7.8,4.0,152,2
In the Hunt,15,1995.0,8,491,0.03,0.02,0.07,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Daytona USA Championship Circuit Edition,21,1995.0,6,448,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Marvel vs. Capcom 2: New Age of Heroes,29,2002.0,2,85,0.09,0.03,0.01,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
SNK vs. Capcom: The Match of the Millennium,16,2006.0,2,448,0.0,0.02,0.0,0.12,0.14,70.0,4.0,7.8,4.0,1539,1
Dead Rising 2,13,2010.0,0,85,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,222,5
Paws & Claws: Pet Vet 2,4,2007.0,9,491,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Ape Escape Academy (jp sales),19,2004.0,3,458,0.0,0.0,0.13,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Fear Factor: Unleashed,6,2004.0,0,224,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3,4.0,362,7
Hard Rock Casino,19,2007.0,3,380,0.12,0.0,0.0,0.01,0.14,44.0,8.0,7.8,4.0,523,7
Robots,4,2005.0,0,548,0.12,0.0,0.0,0.01,0.14,70.0,4.0,6.7,6.0,628,1
Houshinengi,15,1998.0,11,503,0.0,0.0,0.13,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
7th Dragon,4,2009.0,7,448,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Bust-A-Move Deluxe,19,2006.0,5,6,0.13,0.0,0.0,0.01,0.14,67.0,7.0,7.8,4.0,1435,1
Murdered: Soul Suspect,17,2014.0,0,467,0.05,0.05,0.02,0.02,0.14,70.0,4.0,7.1,55.0,57,5
Pet Pals: Animal Doctor,26,2008.0,9,259,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,842,2
LEGO Island Xtreme Stunts,6,2002.0,6,279,0.1,0.04,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Shining Resonance,17,2014.0,7,448,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Heroes over Europe,28,2009.0,9,528,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,1510,7
Alvin and the Chipmunks,4,2007.0,3,77,0.12,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1299,1
Create,28,2010.0,0,139,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,430,1
World Soccer Winning Eleven 9 Bonus Pack,16,2006.0,10,277,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
UEFA Euro 2004: Portugal,16,2004.0,10,139,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,431,1
Happy Feet,26,2006.0,0,327,0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,108,1
Hot Wheels: World Race,6,2003.0,6,491,0.1,0.04,0.0,0.0,0.14,70.0,4.0,6.2,5.0,1420,1
Major League Baseball 2K8,26,2008.0,10,497,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Lips: I Love The 80s,28,2010.0,3,325,0.0,0.12,0.0,0.02,0.14,70.0,4.0,7.8,4.0,1539,1
NBA Jam,29,2003.0,10,17,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,42,1
World Tour Soccer 2002,16,2001.0,10,458,0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,1253,1
NBA Ballers: Chosen One,17,2008.0,10,327,0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,938,1
Nicktoons: MLB,26,2011.0,10,497,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,666,1
NCIS,28,2011.0,1,528,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,1539,7
Travel Games For Dummies,4,2008.0,3,139,0.12,0.0,0.0,0.01,0.14,62.0,5.0,7.8,4.0,477,1
Interactive Sampler Disc 6,15,1997.0,3,458,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Shinobido 2: Tales of the Ninja,20,2011.0,0,458,0.04,0.05,0.02,0.02,0.14,70.0,4.0,7.8,4.0,1539,1
Apex,29,2003.0,6,53,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0,946,1
Kamen Rider Battle: Ganbaride,4,2010.0,11,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Persona 4: Arena Ultimax,17,2014.0,2,55,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.1,85.0,92,7
Tomb Raider: The Prophecy,6,2002.0,0,528,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,1545,7
Vampire Night,16,2001.0,8,458,0.07,0.05,0.0,0.02,0.14,65.0,18.0,8,5.0,1644,7
Valhalla Knights: Eldar Saga,26,2009.0,7,432,0.1,0.01,0.01,0.01,0.14,35.0,17.0,6.7,19.0,782,7
Guilty Gear,15,1998.0,2,545,0.03,0.02,0.07,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Rio,17,2011.0,3,491,0.04,0.07,0.0,0.02,0.14,65.0,8.0,7.8,4.0,502,2
Scene It? Bright Lights! Big Screen!,28,2009.0,3,552,0.12,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
World Championship Poker 2: Featuring Howard Lederer,19,2005.0,3,6,0.12,0.0,0.0,0.01,0.14,65.0,17.0,2.8,17.0,331,7
BIT.TRIP SAGA,2,2011.0,3,432,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,575,1
Mary-Kate and Ashley: Crush Course,15,2001.0,0,17,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
NHL Breakaway 98,15,1996.0,10,17,0.08,0.05,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Where the Wild Things Are,4,2009.0,4,552,0.12,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1628,1
Metal Slug 7,4,2008.0,8,235,0.12,0.0,0.01,0.01,0.14,70.0,38.0,7.4,13.0,1263,7
Call of Duty: Infinite Warfare,13,2016.0,8,21,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3,440.0,728,5
Disney's Cinderella: Magical Dreams,6,2008.0,4,127,0.1,0.04,0.0,0.0,0.14,69.0,7.0,7.8,4.0,347,1
MotoGP '06,28,2006.0,6,491,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,300,1
Tiger Woods PGA Tour 2005,7,2004.0,10,139,0.1,0.03,0.0,0.0,0.14,88.0,18.0,7.8,4.0,449,1
G.I. Joe: The Rise of Cobra,4,2009.0,0,139,0.11,0.01,0.0,0.01,0.14,47.0,16.0,7.5,4.0,152,2
Spider-Man: Edge of Time,4,2011.0,0,21,0.12,0.01,0.0,0.01,0.14,50.0,6.0,7.8,4.0,169,2
Gourmet Chef: Cook Your Way to Fame,4,2008.0,3,528,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Fashion Studio: Paris Collection,4,2009.0,3,528,0.13,0.0,0.0,0.01,0.14,70.0,4.0,7.8,4.0,1539,1
Salt Lake 2002,16,2002.0,10,138,0.07,0.05,0.0,0.02,0.14,49.0,11.0,3.5,6.0,136,1
ESPN MLB Baseball,29,2004.0,10,448,0.1,0.03,0.0,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Gladius,29,2003.0,11,21,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,861,7
Legends of Wrestling,29,2002.0,2,17,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,42,7
Queen's Gate: Spiral Chaos,19,2011.0,7,349,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Nayuta no Kiseki,19,2012.0,0,360,0.0,0.0,0.14,0.0,0.14,70.0,4.0,7.8,4.0,1539,1
Magnetica,4,2006.0,5,361,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,956,1
Red Orchestra 2: Heroes of Stalingrad,13,2011.0,8,520,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,1525,5
Spy Hunter 2,29,2003.0,6,327,0.1,0.03,0.0,0.0,0.13,57.0,22.0,7.8,4.0,938,7
Open Season,4,2006.0,4,528,0.12,0.0,0.0,0.01,0.13,72.0,4.0,7.8,4.0,1553,1
Avatar: The Last Airbender - The Burning Earth,28,2007.0,0,491,0.11,0.01,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
LEGO The Lord of the Rings,4,2012.0,0,552,0.0,0.12,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1432,2
Backyard Soccer,15,2001.0,10,244,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,688,1
Imagine: Fashion Stylist,4,2010.0,9,528,0.13,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,884,1
Final Fantasy XI: Rise of the Zilart,16,2003.0,7,467,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Your Shape: Fitness Evolved 2013,27,2012.0,0,528,0.06,0.07,0.0,0.01,0.13,76.0,8.0,6.3,16.0,220,2
Monster Jam,4,2007.0,6,21,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1502,1
James Bond 007: Nightfire,6,2003.0,8,139,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,762,7
Let's Play Ballerina,4,2010.0,10,121,0.13,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Nobunaga no Yabou: Tendou,17,2010.0,11,503,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Back At The Barnyard: Slop Bucket Games,4,2008.0,10,491,0.12,0.0,0.0,0.01,0.13,49.0,4.0,7.8,4.0,1420,1
Medalot 7,2,2012.0,0,434,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Bio FREAKS,15,1998.0,0,178,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Little League World Series Baseball 2009,4,2009.0,10,21,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,207,1
Castlevania Chronicles,15,2001.0,4,277,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7,13.0,815,7
Suzumiya Haruhi no Tomadoi,16,2008.0,1,63,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
International Cricket 2010,28,2010.0,10,91,0.0,0.12,0.0,0.02,0.13,70.0,4.0,7.8,4.0,1539,1
GoldenEye 007 (2010),4,2010.0,0,21,0.1,0.03,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Bratz,6,2002.0,4,528,0.1,0.04,0.0,0.0,0.13,70.0,4.0,7.8,4.0,362,1
Pinball Hall of Fame: The Gottlieb Collection,26,2006.0,3,485,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,523,1
King Arthur,16,2004.0,0,277,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8,10.0,821,7
FIFA Street 2,19,2006.0,10,139,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,431,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,16,2005.0,3,110,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
The Guy Game,16,2004.0,3,191,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,1499,5
Rurouni Kenshin: Enjou! Kyoto Rinne,16,2006.0,0,63,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Blade II,29,2002.0,0,21,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4,4.0,970,5
Rogue Warrior,17,2009.0,8,66,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,1190,5
Suikoden: Tsumugareshi Hyakunen no Toki,19,2012.0,7,277,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Baseball Advance,6,2002.0,10,448,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,1333,1
Nicktoons: MLB,28,2011.0,10,497,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.6,7.0,666,1
Shonen Jump's One Piece: Grand Battle,16,2005.0,2,53,0.07,0.05,0.0,0.02,0.13,70.0,4.0,7.8,4.0,1539,1
Learn Math,4,2009.0,5,129,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,425,1
Nitrobike,26,2008.0,6,528,0.11,0.01,0.0,0.01,0.13,49.0,22.0,7.1,7.0,840,2
Cruise Ship Vacation Games,26,2009.0,5,57,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,47,1
Pro Yaky? Spirits 6,16,2009.0,10,277,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Paperboy / Rampage,6,2005.0,3,569,0.1,0.04,0.0,0.0,0.13,70.0,4.0,7.8,4.0,367,1
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,4,2010.0,7,464,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Vampire Moon: The Mystery of the Hidden Sun,4,2010.0,1,88,0.12,0.01,0.0,0.01,0.13,50.0,8.0,7.8,4.0,294,1
Sentou Kokka Air Land Battle,15,1995.0,11,458,0.0,0.0,0.13,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Quick Yoga Training,4,2008.0,3,528,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1565,1
Attack on Titan (KOEI),20,2016.0,0,503,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
NTRA Breeders' Cup World Thoroughbred Championships,16,2005.0,9,66,0.07,0.05,0.0,0.02,0.13,70.0,4.0,7.8,4.0,1539,1
Hulk Hogan's Main Event,28,2011.0,2,6,0.1,0.02,0.0,0.01,0.13,26.0,4.0,2.2,20.0,1086,7
Tak 2: The Staff of Dreams,29,2004.0,4,491,0.1,0.03,0.0,0.0,0.13,73.0,25.0,7.8,4.0,139,1
Destroy All Humans! Big Willy Unleashed,26,2008.0,0,491,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Retro Atari Classics,4,2005.0,3,53,0.12,0.0,0.0,0.01,0.13,51.0,17.0,3.7,7.0,1443,1
Imagine: Fashion Designer,2,2011.0,9,528,0.1,0.02,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1560,1
Need for Speed Underground 2,4,2005.0,6,139,0.11,0.02,0.0,0.01,0.13,65.0,13.0,7,25.0,431,1
My Spanish Coach,19,2008.0,3,528,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Ys: The Ark of Napishtim,16,2005.0,7,277,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,520,7
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,17,2016.0,0,467,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Dragon Age Origins: Awakening,13,2010.0,7,139,0.01,0.1,0.0,0.02,0.13,70.0,4.0,7.8,4.0,1539,1
Azure Dreams,15,1997.0,7,277,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Divinity II: The Dragon Knight Saga,28,2010.0,7,161,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,837,5
SingStar Latino,16,2007.0,3,458,0.07,0.05,0.0,0.02,0.13,70.0,4.0,7.8,4.0,1253,7
Kung Fu Panda 2,26,2011.0,0,491,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
NHL 2K8,28,2007.0,10,497,0.11,0.01,0.0,0.01,0.13,71.0,43.0,7.4,16.0,827,2
Pro Baseball Spirits 2015,20,2015.0,0,277,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
Haunted House,26,2010.0,0,53,0.12,0.0,0.0,0.01,0.13,41.0,6.0,7.8,4.0,125,2
Top Spin 3,4,2008.0,0,110,0.11,0.02,0.0,0.01,0.13,65.0,12.0,7.8,4.0,1084,1
Syberia,4,2008.0,0,332,0.1,0.02,0.0,0.01,0.13,52.0,10.0,7.8,4.0,932,7
Kurt Warner's Arena Football Unleashed,15,2000.0,10,327,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Puzzle Kingdoms,4,2009.0,5,569,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0,726,2
Hyperdimension Neptunia,20,2013.0,7,98,0.05,0.0,0.07,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Life is Strange,30,2016.0,1,467,0.09,0.03,0.0,0.01,0.13,85.0,4.0,8.7,123.0,366,5
Suite PreCure: Melody Collection,4,2011.0,3,349,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
NHL 2K9,16,2008.0,10,497,0.07,0.05,0.0,0.02,0.13,70.0,4.0,6.7,7.0,1606,2
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,16,2008.0,7,55,0.07,0.05,0.0,0.02,0.13,79.0,23.0,8.7,26.0,129,5
Rogue Ops,29,2003.0,0,271,0.1,0.03,0.0,0.0,0.13,63.0,24.0,7.8,4.0,201,5
NBA Hoopz,15,2001.0,10,327,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,502,1
Transworld Surf,29,2008.0,10,53,0.1,0.03,0.0,0.0,0.13,76.0,25.0,7.8,4.0,1221,7
History Civil War: Secret Missions,28,2008.0,8,21,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
MLB 11: The Show,16,2011.0,10,458,0.06,0.05,0.0,0.02,0.13,70.0,4.0,6.2,6.0,1247,1
Castrol Honda Superbike Racing,15,1998.0,6,491,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
X-Blades,17,2009.0,0,463,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,574,5
Teenage Mutant Ninja Turtles: Danger of the Ooze,2,2014.0,1,21,0.08,0.04,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1628,2
Army Men: Green Rogue,16,2001.0,0,4,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0,20,7
Chessmaster,29,2004.0,3,528,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9,6.0,1539,1
Brain Assist,4,2007.0,3,448,0.12,0.0,0.0,0.01,0.13,53.0,17.0,7.8,4.0,1289,1
Freddi Fish: ABC under the sea,4,2008.0,3,53,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Adventures to Go!,19,2008.0,7,571,0.11,0.0,0.01,0.02,0.13,70.0,4.0,7.8,4.0,1539,1
Monster Rancher DS,4,2008.0,7,503,0.08,0.0,0.05,0.01,0.13,58.0,4.0,7.8,4.0,292,1
Peter Jackson's King Kong: The Official Game of the Movie,4,2005.0,0,528,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,1544,7
Superman: The Man of Steel,29,2002.0,0,53,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6,11.0,293,7
Kororinpa: Marble Mania,26,2006.0,5,361,0.08,0.02,0.03,0.01,0.13,69.0,39.0,8.7,21.0,679,1
Ken to Mahou to Gakuen Mono. 3,19,2010.0,7,20,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
The Flintstones: Bedrock Bowling,15,2000.0,10,528,0.07,0.05,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
NHL 2003,7,2002.0,10,139,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,449,1
Chicken Run,15,2000.0,1,138,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,214,1
Injustice: Gods Among Us,20,2013.0,2,552,0.09,0.0,0.0,0.03,0.13,70.0,4.0,7.8,4.0,1539,1
Fatal Inertia,28,2007.0,6,503,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,807,2
Over the Hedge: Hammy Goes Nuts!,4,2006.0,4,21,0.12,0.0,0.0,0.01,0.13,70.0,4.0,7.8,4.0,1539,1
Phantom Brave: We Meet Again,26,2009.0,7,364,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,1029,7
NHL 2K9,17,2008.0,10,497,0.11,0.01,0.0,0.01,0.13,70.0,21.0,7.8,4.0,1606,2
Shining Force III,21,1997.0,11,448,0.0,0.0,0.13,0.0,0.13,70.0,4.0,7.8,4.0,1539,1
